,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
323,Female,No,0,Graduate,No,132.0,360.0,0.8421985815602837,Rural,Y,6151.0
324,Male,Yes,3+,Graduate,No,300.0,360.0,1.0,Rural,Y,15000.0
325,Male,Yes,1,Graduate,Yes,376.0,360.0,0.0,Rural,N,13649.0
326,Male,No,0,Graduate,No,130.0,360.0,0.0,Rural,Y,4917.0
327,Male,Yes,0,Graduate,Yes,184.0,360.0,1.0,Semiurban,Y,7978.0
328,Female,Yes,0,Graduate,No,110.0,360.0,1.0,Urban,N,6784.0
329,Female,No,0,Graduate,No,67.0,360.0,1.0,Urban,Y,2500.0
330,Male,No,1,Graduate,No,117.0,360.0,1.0,Urban,Y,6177.0
331,Male,No,0,Graduate,No,98.0,360.0,1.0,Semiurban,Y,2935.0
332,Male,No,0,Graduate,No,71.0,360.0,1.0,Urban,Y,2833.0
333,Male,Yes,0,Graduate,No,490.0,180.0,1.0,Urban,Y,63337.0
334,Male,Yes,1,Graduate,Yes,182.0,180.0,1.0,Urban,Y,11666.0
335,Male,Yes,0,Graduate,Yes,70.0,360.0,1.0,Semiurban,Y,9993.0
336,Male,Yes,1,Graduate,No,160.0,360.0,1.0,Rural,Y,5938.0
337,Male,Yes,2,Graduate,Yes,176.0,360.0,1.0,Rural,Y,7100.0
338,Female,No,3+,Not Graduate,No,128.0,360.0,0.0,Urban,N,1830.0
339,Female,No,0,Graduate,No,71.0,360.0,1.0,Semiurban,Y,4160.0
340,Male,Yes,3+,Not Graduate,No,173.0,360.0,1.0,Rural,N,4234.0
341,Female,No,0,Graduate,No,46.0,360.0,1.0,Rural,N,2378.0
342,Male,Yes,1,Not Graduate,No,158.0,360.0,1.0,Urban,Y,5783.0
343,Male,Yes,3+,Not Graduate,No,74.0,360.0,1.0,Semiurban,Y,3173.0
344,Male,Yes,2,Graduate,No,125.0,360.0,1.0,Rural,Y,4913.0
345,Male,Yes,0,Graduate,No,160.0,360.0,1.0,Semiurban,Y,4957.0
346,Male,Yes,0,Not Graduate,No,152.0,360.0,0.0,Rural,N,6753.0
347,Male,Yes,2,Not Graduate,No,126.0,360.0,1.0,Urban,Y,5251.0
348,Male,Yes,0,Graduate,No,259.0,360.0,0.8421985815602837,Semiurban,Y,10916.0
349,Male,Yes,0,Graduate,No,187.0,360.0,1.0,Rural,Y,8875.0
350,Male,Yes,0,Graduate,No,228.0,360.0,1.0,Semiurban,Y,9083.0
351,Male,No,0,Graduate,No,308.0,360.0,1.0,Rural,N,12917.0
352,Male,Yes,3+,Graduate,No,95.0,360.0,1.0,Rural,Y,4749.0
353,Female,Yes,0,Graduate,Yes,105.0,360.0,0.0,Rural,N,5500.0
354,Female,Yes,0,Graduate,No,130.0,360.0,1.0,Semiurban,Y,2928.0
355,Female,No,0,Graduate,No,116.0,180.0,1.0,Urban,Y,3813.0
356,Male,Yes,2,Graduate,No,165.0,360.0,1.0,Rural,Y,11500.0
357,Male,Yes,1,Graduate,No,67.0,360.0,1.0,Urban,N,3875.0
358,Male,Yes,0,Not Graduate,No,100.0,480.0,0.0,Urban,N,4666.0
359,Male,Yes,3+,Graduate,No,200.0,360.0,1.0,Semiurban,Y,8334.0
360,Female,No,1,Graduate,No,81.0,360.0,1.0,Semiurban,N,4723.0
361,Male,Yes,2,Graduate,No,236.0,360.0,1.0,Semiurban,Y,8667.0
362,Male,Yes,0,Graduate,No,130.0,360.0,1.0,Urban,Y,7083.0
363,Male,Yes,0,Graduate,No,95.0,300.0,0.8421985815602837,Urban,Y,6046.0
364,Male,No,0,Graduate,Yes,141.0,360.0,1.0,Rural,Y,6822.0
365,Male,No,0,Not Graduate,No,133.0,360.0,1.0,Rural,N,6216.0
366,Male,No,0,Graduate,No,96.0,480.0,1.0,Semiurban,N,2500.0
367,Male,No,0,Graduate,No,124.0,360.0,0.0,Rural,N,5124.0
368,Male,Yes,1,Graduate,No,175.0,360.0,1.0,Semiurban,Y,6325.0
369,Male,Yes,0,Graduate,No,570.0,360.0,1.0,Rural,N,24996.0
370,Female,No,0,Graduate,Yes,55.0,360.0,1.0,Semiurban,Y,15759.0
371,Male,Yes,2,Graduate,No,155.0,360.0,1.0,Semiurban,Y,5185.0
372,Male,Yes,2,Graduate,Yes,380.0,300.0,1.0,Rural,Y,17196.0
373,Male,No,1,Graduate,No,111.0,180.0,0.0,Urban,N,5049.0
374,Female,No,0,Graduate,No,110.0,360.0,1.0,Urban,Y,4223.0
375,Male,Yes,0,Graduate,No,120.0,180.0,1.0,Urban,Y,5740.0
376,Male,Yes,3+,Graduate,No,130.0,360.0,1.0,Rural,Y,13746.0
377,Male,Yes,0,Graduate,No,130.0,360.0,0.8421985815602837,Semiurban,Y,4310.0
378,Male,No,0,Graduate,No,71.0,480.0,1.0,Urban,N,3069.0
379,Male,Yes,2,Graduate,No,130.0,360.0,1.0,Urban,Y,5391.0
380,Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,Y,5833.0
381,Male,No,0,Graduate,No,296.0,360.0,1.0,Semiurban,Y,10173.0
382,Female,No,0,Graduate,No,156.0,360.0,1.0,Urban,Y,6000.0
383,Male,No,0,Graduate,Yes,128.0,360.0,1.0,Urban,Y,7167.0
384,Male,Yes,2,Graduate,No,100.0,360.0,1.0,Urban,N,4566.0
385,Male,No,1,Graduate,No,113.0,180.0,1.0,Urban,Y,3667.0
386,Male,No,0,Not Graduate,No,132.0,360.0,1.0,Semiurban,Y,3946.0
387,Male,Yes,0,Not Graduate,No,128.0,360.0,0.0,Urban,N,6146.0
388,Male,Yes,0,Graduate,No,136.0,360.0,1.0,Urban,Y,4750.0
389,Male,Yes,0,Graduate,No,125.0,360.0,1.0,Rural,Y,5488.0
390,Male,No,3+,Graduate,No,185.0,360.0,1.0,Rural,Y,9167.0
391,Male,Yes,3+,Graduate,No,275.0,360.0,1.0,Rural,Y,9504.0
392,Male,Yes,0,Graduate,No,120.0,360.0,0.8421985815602837,Urban,Y,4698.0
393,Male,Yes,2,Not Graduate,No,113.0,180.0,1.0,Semiurban,Y,3618.0
394,Male,Yes,2,Graduate,No,113.0,360.0,1.0,Urban,Y,4500.0
395,Male,Yes,2,Graduate,No,135.0,360.0,0.8421985815602837,Semiurban,Y,3760.0
396,Female,No,0,Graduate,No,71.0,360.0,0.0,Urban,N,3180.0
397,Male,Yes,0,Graduate,No,95.0,360.0,1.0,Urban,Y,4492.0
398,Male,No,0,Not Graduate,No,109.0,360.0,1.0,Rural,Y,5568.0
399,Female,No,0,Graduate,No,103.0,360.0,0.0,Semiurban,N,3300.0
400,Male,Yes,2,Not Graduate,No,45.0,180.0,0.0,Urban,N,2889.0
401,Male,No,0,Not Graduate,No,65.0,300.0,1.0,Rural,N,2755.0
402,Male,No,0,Graduate,No,103.0,360.0,1.0,Semiurban,Y,22500.0
403,Female,No,0,Not Graduate,No,53.0,360.0,1.0,Semiurban,Y,1963.0
404,Female,No,0,Graduate,Yes,194.0,360.0,1.0,Rural,N,7441.0
405,Female,No,0,Graduate,No,115.0,360.0,1.0,Semiurban,Y,4547.0
406,Male,Yes,0,Not Graduate,No,115.0,360.0,1.0,Urban,Y,4567.0
407,Female,No,0,Not Graduate,No,66.0,360.0,1.0,Rural,Y,2213.0
408,Male,Yes,1,Graduate,No,152.0,300.0,0.0,Semiurban,N,8300.0
409,Male,Yes,3+,Graduate,No,360.0,360.0,0.0,Rural,N,81000.0
410,Female,No,1,Not Graduate,Yes,62.0,360.0,1.0,Semiurban,N,3867.0
411,Male,Yes,0,Graduate,No,160.0,360.0,0.8421985815602837,Urban,Y,6256.0
412,Male,Yes,0,Not Graduate,No,218.0,360.0,0.0,Rural,N,6096.0
413,Male,Yes,0,Not Graduate,No,110.0,360.0,1.0,Rural,Y,4286.0
414,Female,Yes,0,Not Graduate,No,178.0,360.0,0.0,Semiurban,N,5386.0
415,Female,No,0,Graduate,No,60.0,360.0,1.0,Urban,Y,2995.0
416,Female,No,1,Graduate,No,160.0,360.0,1.0,Urban,N,2600.0
417,Male,Yes,2,Graduate,Yes,239.0,360.0,1.0,Urban,N,21600.0
418,Male,Yes,0,Graduate,No,112.0,360.0,1.0,Rural,Y,3798.0
419,Male,Yes,0,Graduate,No,138.0,360.0,1.0,Semiurban,Y,4663.0
420,Male,Yes,0,Graduate,No,138.0,360.0,1.0,Rural,Y,5829.0
421,Female,No,0,Not Graduate,No,80.0,360.0,0.0,Urban,N,2720.0
422,Male,Yes,0,Graduate,No,100.0,360.0,1.0,Urban,Y,3539.0
423,Male,Yes,1,Graduate,No,110.0,360.0,0.0,Urban,N,8917.0
424,Male,Yes,0,Graduate,No,96.0,360.0,1.0,Semiurban,Y,14880.0
425,Male,Yes,0,Graduate,No,121.0,360.0,1.0,Rural,Y,6966.0
426,Female,No,1,Not Graduate,No,81.0,360.0,1.0,Rural,N,4606.0
427,Male,Yes,2,Graduate,No,133.0,360.0,1.0,Semiurban,Y,5935.0
428,Male,Yes,0,Graduate,No,87.0,360.0,1.0,Rural,Y,2936.12000084
429,Male,No,0,Not Graduate,No,60.0,180.0,1.0,Urban,Y,2717.0
430,Female,No,1,Graduate,Yes,150.0,360.0,1.0,Semiurban,Y,8624.0
431,Male,No,0,Graduate,No,105.0,360.0,0.0,Rural,N,6500.0
432,Male,No,0,Graduate,No,405.0,360.0,1.0,Semiurban,Y,12876.0
433,Male,Yes,0,Graduate,No,143.0,360.0,1.0,Semiurban,Y,4765.0
434,Male,No,0,Graduate,No,100.0,360.0,1.0,Urban,Y,3750.0
435,Female,Yes,0,Graduate,No,128.0,240.0,1.0,Semiurban,Y,10047.0
436,Male,No,0,Graduate,No,50.0,360.0,1.0,Semiurban,Y,3777.0
437,Male,Yes,0,Graduate,No,128.0,360.0,1.0,Urban,Y,3338.0
438,Male,No,0,Graduate,Yes,187.0,360.0,0.0,Urban,N,10416.0
439,Female,Yes,0,Not Graduate,Yes,138.0,360.0,1.0,Rural,Y,7142.0
440,Male,No,0,Graduate,No,187.0,360.0,1.0,Semiurban,Y,8724.0
441,Male,Yes,0,Graduate,No,180.0,360.0,1.0,Rural,Y,9734.0
442,Male,No,3+,Not Graduate,No,148.0,360.0,1.0,Semiurban,Y,6700.0
443,Male,No,1,Graduate,No,152.0,360.0,1.0,Semiurban,Y,37719.0
444,Male,Yes,0,Graduate,No,175.0,300.0,0.8421985815602837,Rural,Y,15666.0
445,Male,Yes,1,Graduate,Yes,130.0,360.0,1.0,Rural,Y,4676.0
446,Male,Yes,2,Not Graduate,No,110.0,360.0,1.0,Rural,Y,4652.0
447,Male,Yes,0,Graduate,No,55.0,360.0,1.0,Rural,N,4915.0
448,Male,Yes,2,Graduate,No,150.0,360.0,0.0,Rural,N,5050.0
449,Male,No,1,Not Graduate,Yes,190.0,360.0,0.8421985815602837,Semiurban,N,4311.0
450,Male,Yes,2,Not Graduate,No,125.0,360.0,0.0,Rural,N,3564.0
451,Male,Yes,2,Not Graduate,No,60.0,300.0,0.8421985815602837,Urban,Y,3414.0
452,Male,Yes,0,Graduate,No,149.0,360.0,0.0,Rural,N,5681.0
453,Male,Yes,0,Graduate,No,90.0,180.0,0.0,Rural,Y,4949.0
454,Male,No,0,Graduate,Yes,84.0,360.0,1.0,Semiurban,Y,7085.0
455,Male,Yes,2,Graduate,No,96.0,360.0,1.0,Semiurban,Y,3859.0
456,Male,Yes,0,Graduate,No,118.0,360.0,1.0,Urban,Y,4301.0
457,Male,Yes,0,Graduate,No,173.0,360.0,1.0,Urban,N,6277.0
458,Male,No,2,Graduate,No,136.0,360.0,1.0,Rural,Y,4354.0
459,Male,Yes,0,Graduate,No,160.0,360.0,1.0,Semiurban,N,8334.0
460,Male,Yes,0,Graduate,Yes,160.0,360.0,0.8421985815602837,Semiurban,Y,6166.0
461,Male,Yes,3+,Graduate,No,128.0,180.0,1.0,Urban,Y,7740.0
462,Male,Yes,0,Graduate,No,153.0,360.0,1.0,Rural,Y,5203.0
463,Female,No,1,Not Graduate,No,132.0,360.0,1.0,Semiurban,Y,5191.0
464,Male,No,0,Graduate,No,98.0,360.0,0.0,Semiurban,N,4166.0
465,Male,No,0,Graduate,No,140.0,360.0,1.0,Rural,Y,6000.0
466,Male,Yes,3+,Not Graduate,No,70.0,180.0,0.0,Urban,N,4611.0
467,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Semiurban,Y,16692.0
468,Female,Yes,2,Not Graduate,No,98.0,360.0,1.0,Semiurban,Y,3127.0
469,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Urban,N,6784.0
470,Male,Yes,1,Graduate,Yes,162.0,360.0,1.0,Semiurban,Y,5529.0
471,Male,Yes,1,Not Graduate,No,113.0,180.0,0.0,Rural,N,4153.0
472,Male,Yes,3+,Graduate,No,100.0,360.0,1.0,Semiurban,Y,4691.0
473,Female,No,0,Graduate,Yes,93.0,360.0,0.8421985815602837,Urban,Y,2500.0
474,Male,No,2,Graduate,No,162.0,360.0,1.0,Rural,Y,10180.0
475,Male,Yes,2,Graduate,Yes,150.0,360.0,1.0,Rural,Y,17539.0
476,Male,Yes,2,Graduate,No,230.0,300.0,1.0,Semiurban,Y,8450.0
477,Male,Yes,2,Graduate,No,132.0,360.0,0.0,Semiurban,N,4745.0
478,Male,Yes,1,Graduate,Yes,86.0,360.0,1.0,Semiurban,Y,18917.0
479,Male,Yes,2,Graduate,No,128.0,360.0,1.0,Urban,N,4550.0
480,Female,No,0,Not Graduate,No,154.0,360.0,1.0,Rural,Y,4350.0
481,Male,Yes,3+,Not Graduate,No,113.0,360.0,1.0,Rural,Y,3095.0
482,Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,Y,5233.0
483,Male,Yes,0,Graduate,No,234.0,360.0,1.0,Semiurban,Y,10833.0
484,Male,Yes,2,Graduate,No,246.0,360.0,1.0,Semiurban,Y,8333.0
485,Male,Yes,1,Not Graduate,No,131.0,360.0,1.0,Rural,Y,4394.0
486,Male,No,2,Graduate,No,80.0,360.0,0.0,Rural,N,3547.0
487,Male,Yes,1,Graduate,No,500.0,360.0,1.0,Urban,N,18333.0
488,Male,Yes,2,Graduate,Yes,160.0,360.0,1.0,Semiurban,Y,6666.0
489,Male,No,0,Graduate,No,75.0,360.0,1.0,Urban,N,2435.0
490,Male,No,0,Not Graduate,No,96.0,360.0,0.8421985815602837,Semiurban,Y,5484.0
491,Male,Yes,1,Not Graduate,No,186.0,360.0,0.8421985815602837,Urban,Y,6464.0
492,Male,No,0,Not Graduate,No,110.0,360.0,1.0,Rural,Y,3691.0
493,Female,No,0,Not Graduate,Yes,225.0,360.0,1.0,Semiurban,Y,17263.0
494,Male,Yes,0,Graduate,No,119.0,360.0,0.0,Rural,N,5754.0
495,Female,Yes,1,Graduate,No,105.0,84.0,1.0,Semiurban,Y,4239.0
496,Male,Yes,0,Not Graduate,No,107.0,360.0,1.0,Rural,Y,4300.0
497,Male,Yes,0,Graduate,No,111.0,12.0,0.8421985815602837,Urban,Y,7482.0
498,Male,Yes,1,Graduate,Yes,95.0,360.0,1.0,Semiurban,Y,2895.0
499,Male,No,0,Graduate,No,209.0,360.0,0.0,Rural,N,10699.0
500,Female,No,0,Graduate,No,113.0,480.0,1.0,Rural,Y,4328.0
501,Female,No,0,Graduate,No,100.0,360.0,1.0,Semiurban,Y,3159.0
502,Male,Yes,2,Graduate,No,208.0,360.0,1.0,Semiurban,Y,10489.0
503,Male,Yes,1,Not Graduate,No,138.0,360.0,0.8421985815602837,Rural,N,9352.0
504,Male,Yes,0,Not Graduate,No,124.0,300.0,1.0,Semiurban,Y,5297.0
505,Male,Yes,2,Graduate,No,243.0,360.0,1.0,Rural,Y,7926.0
506,Male,Yes,0,Graduate,No,480.0,360.0,0.8421985815602837,Urban,Y,27500.0
507,Male,No,0,Graduate,No,96.0,360.0,1.0,Urban,N,3583.0
508,Male,Yes,0,Graduate,Yes,188.0,360.0,1.0,Urban,Y,5492.0
509,Female,No,1,Graduate,No,40.0,360.0,1.0,Urban,Y,13262.0
510,Male,No,0,Not Graduate,No,100.0,360.0,1.0,Rural,N,4885.0
511,Male,Yes,1,Graduate,No,250.0,360.0,1.0,Semiurban,Y,8069.0
512,Male,Yes,2,Graduate,No,148.0,360.0,1.0,Urban,Y,5318.0
513,Male,Yes,0,Graduate,No,70.0,180.0,1.0,Semiurban,N,8796.0
514,Male,No,0,Graduate,No,311.0,360.0,1.0,Rural,N,9481.0
515,Male,Yes,3+,Graduate,No,150.0,360.0,1.0,Rural,Y,6894.0
516,Female,Yes,2,Graduate,No,113.0,480.0,1.0,Semiurban,Y,3663.0
517,Male,Yes,0,Not Graduate,No,123.0,360.0,0.0,Semiurban,N,4874.0
518,Male,No,0,Graduate,No,185.0,360.0,1.0,Semiurban,N,6598.0
519,Female,No,0,Not Graduate,No,95.0,360.0,1.0,Rural,N,3400.0
520,Male,Yes,2,Not Graduate,No,45.0,360.0,1.0,Semiurban,Y,3934.0
521,Male,No,0,Graduate,No,55.0,360.0,1.0,Semiurban,Y,2500.0
522,Male,Yes,3+,Graduate,Yes,100.0,360.0,1.0,Rural,Y,7101.0
523,Male,Yes,2,Graduate,Yes,480.0,360.0,1.0,Rural,Y,15114.0
524,Male,No,0,Graduate,No,128.0,360.0,1.0,Semiurban,N,6767.0
525,Male,Yes,2,Graduate,Yes,400.0,360.0,1.0,Rural,Y,17500.0
526,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Semiurban,Y,3775.0
527,Male,Yes,1,Not Graduate,No,161.0,360.0,0.0,Semiurban,Y,6715.0
528,Male,No,1,Not Graduate,No,94.0,360.0,1.0,Semiurban,Y,3981.0
529,Male,No,0,Not Graduate,No,130.0,360.0,1.0,Semiurban,Y,6783.0
530,Male,Yes,0,Graduate,No,216.0,360.0,0.8421985815602837,Rural,Y,6525.0
531,Male,Yes,3+,Graduate,No,100.0,360.0,1.0,Urban,Y,4281.0
532,Male,No,2,Graduate,No,110.0,360.0,0.0,Rural,N,3588.0
533,Male,No,1,Graduate,No,196.0,360.0,0.8421985815602837,Semiurban,N,11250.0
534,Female,No,0,Not Graduate,Yes,125.0,360.0,1.0,Urban,Y,18165.0
535,Male,No,0,Not Graduate,No,126.0,360.0,1.0,Rural,Y,4592.0
536,Male,Yes,0,Graduate,No,324.0,360.0,1.0,Urban,Y,10039.0
537,Male,No,2,Graduate,No,107.0,360.0,1.0,Semiurban,Y,3617.0
538,Male,Yes,0,Not Graduate,No,66.0,360.0,1.0,Rural,N,3453.0
539,Male,Yes,3+,Graduate,No,157.0,180.0,1.0,Rural,Y,6417.0
540,Female,Yes,1,Graduate,No,140.0,180.0,1.0,Semiurban,Y,7453.0
541,Female,No,0,Graduate,No,99.0,360.0,0.0,Semiurban,N,2138.0
542,Female,No,1,Graduate,No,95.0,360.0,1.0,Semiurban,Y,3652.0
543,Male,Yes,1,Not Graduate,No,128.0,360.0,1.0,Urban,Y,4763.0
544,Female,Yes,0,Not Graduate,No,102.0,360.0,0.8421985815602837,Semiurban,Y,3680.0
545,Male,Yes,0,Graduate,No,155.0,360.0,1.0,Rural,Y,4718.0
546,Male,No,0,Not Graduate,No,80.0,36.0,1.0,Semiurban,N,3358.0
547,Male,No,0,Graduate,No,145.0,360.0,1.0,Rural,Y,4309.0
548,Female,No,0,Graduate,No,103.0,360.0,0.0,Semiurban,N,5000.0
549,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Rural,Y,4801.0
550,Male,Yes,2,Graduate,Yes,128.0,360.0,0.0,Rural,N,6633.0
551,Male,Yes,1,Not Graduate,No,128.0,360.0,1.0,Rural,Y,4867.0
552,Male,Yes,1,Graduate,No,158.0,360.0,1.0,Urban,Y,6583.0
553,Male,Yes,0,Not Graduate,No,181.0,360.0,0.0,Urban,N,4787.0
554,Male,Yes,0,Graduate,No,132.0,180.0,0.0,Rural,N,7859.0
555,Male,Yes,1,Graduate,No,26.0,360.0,1.0,Semiurban,Y,6500.0
556,Female,No,0,Graduate,No,84.0,360.0,0.8421985815602837,Urban,Y,4292.0
557,Male,Yes,3+,Graduate,Yes,260.0,360.0,1.0,Semiurban,Y,10139.0
558,Male,Yes,0,Graduate,No,162.0,360.0,1.0,Semiurban,Y,6556.0
559,Female,Yes,0,Graduate,No,182.0,360.0,1.0,Semiurban,Y,6486.0
560,Male,Yes,2,Not Graduate,No,108.0,360.0,1.0,Semiurban,Y,3917.0
561,Female,Yes,1,Graduate,Yes,600.0,360.0,1.0,Semiurban,Y,19484.0
562,Male,Yes,0,Graduate,No,211.0,360.0,1.0,Rural,Y,7977.0
563,Male,No,0,Not Graduate,Yes,132.0,360.0,1.0,Semiurban,Y,5800.0
564,Male,Yes,2,Graduate,No,258.0,360.0,0.0,Urban,N,8799.0
565,Male,Yes,0,Not Graduate,No,120.0,360.0,0.8421985815602837,Rural,Y,4467.0
566,Male,No,0,Graduate,No,70.0,360.0,1.0,Urban,Y,3333.0
567,Male,Yes,3+,Graduate,No,123.0,360.0,0.0,Rural,N,5900.0
568,Female,No,0,Graduate,No,9.0,360.0,1.0,Urban,N,2378.0
569,Male,Yes,0,Graduate,No,104.0,360.0,0.0,Urban,N,5230.0
570,Male,Yes,1,Graduate,No,186.0,360.0,1.0,Urban,Y,5167.0
571,Male,Yes,0,Graduate,No,165.0,360.0,0.0,Urban,N,6567.0
572,Male,Yes,2,Graduate,No,275.0,360.0,1.0,Urban,Y,16666.0
573,Male,Yes,2,Not Graduate,No,187.0,480.0,1.0,Semiurban,N,7750.0
574,Male,Yes,3+,Graduate,No,150.0,360.0,1.0,Semiurban,N,6406.0
575,Male,Yes,2,Graduate,No,108.0,84.0,1.0,Urban,Y,3620.0
576,Male,Yes,0,Graduate,No,136.0,360.0,0.0,Semiurban,N,5297.0
577,Male,No,0,Graduate,No,110.0,360.0,1.0,Urban,Y,5968.0
578,Male,Yes,1,Graduate,No,107.0,360.0,1.0,Rural,Y,4014.0
579,Male,No,0,Graduate,No,161.0,360.0,1.0,Urban,Y,6099.0
580,Male,Yes,2,Graduate,No,205.0,360.0,1.0,Semiurban,Y,6540.0
581,Male,No,0,Graduate,No,90.0,360.0,1.0,Urban,N,35673.0
582,Female,Yes,0,Graduate,No,36.0,360.0,1.0,Semiurban,Y,3166.0
583,Male,Yes,1,Graduate,No,61.0,360.0,0.8421985815602837,Rural,N,1880.0
584,Male,Yes,1,Graduate,No,146.0,360.0,0.0,Rural,N,4704.0
585,Male,Yes,1,Graduate,No,172.0,84.0,1.0,Rural,N,7283.0
586,Male,Yes,0,Graduate,No,104.0,360.0,1.0,Urban,Y,3819.0
587,Female,No,0,Not Graduate,No,70.0,360.0,1.0,Semiurban,Y,2165.0
588,Male,No,0,Graduate,No,94.0,360.0,1.0,Semiurban,Y,4750.0
589,Male,Yes,2,Graduate,Yes,106.0,360.0,0.0,Semiurban,N,2726.0
590,Male,Yes,0,Graduate,No,56.0,180.0,1.0,Semiurban,Y,6416.0
591,Male,Yes,2,Graduate,Yes,205.0,240.0,1.0,Semiurban,N,6000.0
592,Male,No,3+,Graduate,Yes,292.0,360.0,1.0,Semiurban,Y,9357.0
593,Male,Yes,0,Graduate,No,142.0,180.0,1.0,Rural,Y,7159.0
594,Male,Yes,0,Graduate,Yes,260.0,360.0,1.0,Urban,Y,16120.0
595,Male,No,0,Not Graduate,No,110.0,360.0,1.0,Rural,Y,3833.0
596,Male,Yes,2,Not Graduate,Yes,187.0,360.0,1.0,Rural,N,7383.0
597,Male,No,0,Graduate,No,88.0,360.0,0.0,Semiurban,N,2987.0
598,Male,Yes,0,Graduate,Yes,180.0,360.0,1.0,Rural,Y,9963.0
599,Male,Yes,2,Graduate,No,192.0,360.0,1.0,Urban,Y,5780.0
600,Female,No,3+,Graduate,No,350.0,180.0,0.8421985815602837,Urban,N,42083.0
601,Male,Yes,0,Not Graduate,No,155.0,360.0,1.0,Rural,Y,5686.0
602,Male,Yes,3+,Graduate,No,128.0,360.0,1.0,Urban,Y,5703.0
603,Male,No,0,Graduate,No,172.0,360.0,1.0,Rural,Y,7977.0
604,Female,Yes,1,Graduate,No,496.0,360.0,1.0,Semiurban,Y,12000.0
605,Male,Yes,0,Not Graduate,No,128.0,180.0,1.0,Urban,N,6200.0
606,Male,Yes,1,Graduate,No,173.0,360.0,1.0,Semiurban,Y,5900.0
607,Male,Yes,2,Not Graduate,No,157.0,360.0,1.0,Rural,Y,5398.0
608,Male,Yes,0,Graduate,No,108.0,360.0,1.0,Rural,Y,5182.0
609,Female,No,0,Graduate,No,71.0,360.0,1.0,Rural,Y,2900.0
610,Male,Yes,3+,Graduate,No,40.0,180.0,1.0,Rural,Y,4106.0
611,Male,Yes,1,Graduate,No,253.0,360.0,1.0,Urban,Y,8312.0
612,Male,Yes,2,Graduate,No,187.0,360.0,1.0,Urban,Y,7583.0
613,Female,No,0,Graduate,Yes,133.0,360.0,0.0,Semiurban,N,4583.0
